,house_title,house_type,price,user,no_of_ratings,rating,house_detail,house_details,no_of_guest,house_size,no_of_beds,no_of_baths,house,beds,bath
244,City Center Beaubourg 1BD 6 people,Entire home,190.0,Gilian,266,4.76,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n1,555 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""555 Reviews'"", "" '\\U000f1101\\n1 Reference'"", "" '\\U000f0019\\nVerified']""]",6.0, '1 bedroom', '3 beds', '1 bath',1.0,3.0,1.0
245,Nice dupleix for 3,Room in boutique hotel,168.0,Villa Lutèce Port Royal,53,4.6,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n319 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n319 Reviews'"", "" '\\U000f0019\\nVerified']""]",3.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
246,Chambre calme chez l'habitant,Private room in apartment,65.0,Christophe,9,5.0,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n9 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n9 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 shared bath',1.0,1.0,1.0
247,A 25 sq.m studio in Canal St Martin area,Entire home,62.0,Nassima,353,4.54,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n540 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n540 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, 'Studio', '1 bed', '1 bath',0.5,1.0,1.0
248,"❤Very close to Paris Center, authentic french area",Entire home,309.0,Cindy,61,4.85,"['8 guests', '3 bedrooms', '6 beds', '1 bath', '\U000f0004\n929 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '6 beds'"", "" '1 bath'"", "" '\\U000f0004\\n929 Reviews'"", "" '\\U000f1101\\n1 Reference'"", "" '\\U000f0019\\nVerified']""]",8.0, '3 bedrooms', '6 beds', '1 bath',3.0,6.0,1.0
250,"Notre Dame, Exceptional location (363)",Entire home,240.0,César Et Lucie,6,3.83,"['5 guests', '1 bedroom', '3 beds', '1.5 baths', '\U000f0004\n9 Reviews']","[""['5 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1.5 baths'"", "" '\\U000f0004\\n9 Reviews']""]",5.0, '1 bedroom', '3 beds', '1.5 baths',1.0,3.0,1.5
251,Like a house near the Louvre/Opera - rooftop view,Entire home,122.0,Marine,20,4.6,"['6 guests', '3 bedrooms', '3 beds', '1 bath', '\U000f0004\n20 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n20 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '3 bedrooms', '3 beds', '1 bath',3.0,3.0,1.0
252,Luxury 3 bedroom 2 bathroom Palace Apartment - AC,Entire home,858.0,Marie & Louis,62,4.85,"['8 guests', '3 bedrooms', '4 beds', '2.5 baths', '\U000f0004\n1,233 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '2.5 baths'"", "" '\\U000f0004\\n1"", ""233 Reviews'"", "" '\\U000f0019\\nVerified']""]",8.0, '3 bedrooms', '4 beds', '2.5 baths',3.0,4.0,2.5
253,"Chambre ""rose""/appart.Vincennes",Private room in condominium,45.0,Jean-Michel,89,4.91,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n161 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n161 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 private bath',1.0,1.0,1.0
254,King of Saint-Lazare - XXI,Entire home,226.0,Ari,10,4.9,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n1,392 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\\U000f0004\\n1"", ""392 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '2 bedrooms', '3 beds', '2 baths',2.0,3.0,2.0
255,Paris - Tours Eiffel - Disneyland 2,Private room in apartment,32.0,Didier,7,4.86,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n306 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n306 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
256,Luxurious Flat - 2 Rooms - MontMartre & Lamarck,Entire home,141.0,Julia,8,4.13,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n8 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n8 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '1 bedroom', '3 beds', '1 bath',1.0,3.0,1.0
258,Beautiful apartment with an exceptional location,Entire home,102.0,Edith,184,4.93,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n184 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n184 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
259,Studio - Paris 13 - Place D'italie,Entire home,58.0,Yudish,33,3.82,"['2 guests', '1 bedroom', '1 bed', '1.5 baths', '\U000f0004\n33 Reviews']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1.5 baths'"", "" '\\U000f0004\\n33 Reviews']""]",2.0, '1 bedroom', '1 bed', '1.5 baths',1.0,1.0,1.5
260,A FULLY private FLOOR WITH 6 ROOMS FOR 12 PEOPLE,Private room,400.0,Green Hotels Paris 13,16,4.31,"['12 guests', '6 bedrooms', '8 beds', '6 baths', '\U000f0004\n105 Reviews']","[""['12 guests'"", "" '6 bedrooms'"", "" '8 beds'"", "" '6 baths'"", "" '\\U000f0004\\n105 Reviews']""]",12.0, '6 bedrooms', '8 beds', '6 baths',6.0,8.0,6.0
261,Cosy appartment near Bastille - 484 ft2,Entire home,130.0,Vincent,233,4.81,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n451 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n451 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
263,Superb bright and luxurious apt in Montogueil,Entire home,455.0,Alexia,18,4.11,"['8 guests', '3 bedrooms', '4 beds', '3 baths', '\U000f0004\n18 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '3 baths'"", "" '\\U000f0004\\n18 Reviews'"", "" '\\U000f0019\\nVerified']""]",8.0, '3 bedrooms', '4 beds', '3 baths',3.0,4.0,3.0
264,City Center Beaubourg 1BD 6 people,Entire home,190.0,Gilian,266,4.76,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n1,555 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""555 Reviews'"", "" '\\U000f1101\\n1 Reference'"", "" '\\U000f0019\\nVerified']""]",6.0, '1 bedroom', '3 beds', '1 bath',1.0,3.0,1.0
265,Nice dupleix for 3,Room in boutique hotel,168.0,Villa Lutèce Port Royal,53,4.6,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n319 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n319 Reviews'"", "" '\\U000f0019\\nVerified']""]",3.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
266,Chambre calme chez l'habitant,Private room in apartment,65.0,Christophe,9,5.0,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n9 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n9 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 shared bath',1.0,1.0,1.0
267,A 25 sq.m studio in Canal St Martin area,Entire home,62.0,Nassima,353,4.54,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n540 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n540 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, 'Studio', '1 bed', '1 bath',0.5,1.0,1.0
268,"❤Very close to Paris Center, authentic french area",Entire home,309.0,Cindy,61,4.85,"['8 guests', '3 bedrooms', '6 beds', '1 bath', '\U000f0004\n929 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '6 beds'"", "" '1 bath'"", "" '\\U000f0004\\n929 Reviews'"", "" '\\U000f1101\\n1 Reference'"", "" '\\U000f0019\\nVerified']""]",8.0, '3 bedrooms', '6 beds', '1 bath',3.0,6.0,1.0
270,"Notre Dame, Exceptional location (363)",Entire home,240.0,César Et Lucie,6,3.83,"['5 guests', '1 bedroom', '3 beds', '1.5 baths', '\U000f0004\n9 Reviews']","[""['5 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1.5 baths'"", "" '\\U000f0004\\n9 Reviews']""]",5.0, '1 bedroom', '3 beds', '1.5 baths',1.0,3.0,1.5
271,Like a house near the Louvre/Opera - rooftop view,Entire home,122.0,Marine,20,4.6,"['6 guests', '3 bedrooms', '3 beds', '1 bath', '\U000f0004\n20 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n20 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '3 bedrooms', '3 beds', '1 bath',3.0,3.0,1.0
272,Luxury 3 bedroom 2 bathroom Palace Apartment - AC,Entire home,858.0,Marie & Louis,62,4.85,"['8 guests', '3 bedrooms', '4 beds', '2.5 baths', '\U000f0004\n1,233 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '2.5 baths'"", "" '\\U000f0004\\n1"", ""233 Reviews'"", "" '\\U000f0019\\nVerified']""]",8.0, '3 bedrooms', '4 beds', '2.5 baths',3.0,4.0,2.5
273,"Chambre ""rose""/appart.Vincennes",Private room in condominium,45.0,Jean-Michel,89,4.91,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n161 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n161 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 private bath',1.0,1.0,1.0
274,King of Saint-Lazare - XXI,Entire home,226.0,Ari,10,4.9,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n1,392 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\\U000f0004\\n1"", ""392 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '2 bedrooms', '3 beds', '2 baths',2.0,3.0,2.0
275,Paris - Tours Eiffel - Disneyland 2,Private room in apartment,32.0,Didier,7,4.86,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n306 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n306 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
276,Luxurious Flat - 2 Rooms - MontMartre & Lamarck,Entire home,141.0,Julia,8,4.13,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n8 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n8 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '1 bedroom', '3 beds', '1 bath',1.0,3.0,1.0
278,Beautiful apartment with an exceptional location,Entire home,102.0,Edith,184,4.93,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n184 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n184 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
279,Studio - Paris 13 - Place D'italie,Entire home,58.0,Yudish,33,3.82,"['2 guests', '1 bedroom', '1 bed', '1.5 baths', '\U000f0004\n33 Reviews']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1.5 baths'"", "" '\\U000f0004\\n33 Reviews']""]",2.0, '1 bedroom', '1 bed', '1.5 baths',1.0,1.0,1.5
280,A FULLY private FLOOR WITH 6 ROOMS FOR 12 PEOPLE,Private room,400.0,Green Hotels Paris 13,16,4.31,"['12 guests', '6 bedrooms', '8 beds', '6 baths', '\U000f0004\n105 Reviews']","[""['12 guests'"", "" '6 bedrooms'"", "" '8 beds'"", "" '6 baths'"", "" '\\U000f0004\\n105 Reviews']""]",12.0, '6 bedrooms', '8 beds', '6 baths',6.0,8.0,6.0
281,Cosy appartment near Bastille - 484 ft2,Entire home,130.0,Vincent,233,4.81,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n451 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n451 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
283,Superb bright and luxurious apt in Montogueil,Entire home,455.0,Alexia,18,4.11,"['8 guests', '3 bedrooms', '4 beds', '3 baths', '\U000f0004\n18 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '3 baths'"", "" '\\U000f0004\\n18 Reviews'"", "" '\\U000f0019\\nVerified']""]",8.0, '3 bedrooms', '4 beds', '3 baths',3.0,4.0,3.0
284,City Center Beaubourg 1BD 6 people,Entire home,190.0,Gilian,266,4.76,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n1,555 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n1"", ""555 Reviews'"", "" '\\U000f1101\\n1 Reference'"", "" '\\U000f0019\\nVerified']""]",6.0, '1 bedroom', '3 beds', '1 bath',1.0,3.0,1.0
285,Nice dupleix for 3,Room in boutique hotel,168.0,Villa Lutèce Port Royal,53,4.6,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n319 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n319 Reviews'"", "" '\\U000f0019\\nVerified']""]",3.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
286,Chambre calme chez l'habitant,Private room in apartment,65.0,Christophe,9,5.0,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n9 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n9 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 shared bath',1.0,1.0,1.0
287,A 25 sq.m studio in Canal St Martin area,Entire home,62.0,Nassima,353,4.54,"['2 guests', 'Studio', '1 bed', '1 bath', '\U000f0004\n540 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" 'Studio'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n540 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, 'Studio', '1 bed', '1 bath',0.5,1.0,1.0
288,"❤Very close to Paris Center, authentic french area",Entire home,309.0,Cindy,61,4.85,"['8 guests', '3 bedrooms', '6 beds', '1 bath', '\U000f0004\n929 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '6 beds'"", "" '1 bath'"", "" '\\U000f0004\\n929 Reviews'"", "" '\\U000f1101\\n1 Reference'"", "" '\\U000f0019\\nVerified']""]",8.0, '3 bedrooms', '6 beds', '1 bath',3.0,6.0,1.0
290,"Notre Dame, Exceptional location (363)",Entire home,240.0,César Et Lucie,6,3.83,"['5 guests', '1 bedroom', '3 beds', '1.5 baths', '\U000f0004\n9 Reviews']","[""['5 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1.5 baths'"", "" '\\U000f0004\\n9 Reviews']""]",5.0, '1 bedroom', '3 beds', '1.5 baths',1.0,3.0,1.5
291,Like a house near the Louvre/Opera - rooftop view,Entire home,122.0,Marine,20,4.6,"['6 guests', '3 bedrooms', '3 beds', '1 bath', '\U000f0004\n20 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '3 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n20 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '3 bedrooms', '3 beds', '1 bath',3.0,3.0,1.0
292,Luxury 3 bedroom 2 bathroom Palace Apartment - AC,Entire home,858.0,Marie & Louis,62,4.85,"['8 guests', '3 bedrooms', '4 beds', '2.5 baths', '\U000f0004\n1,233 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '2.5 baths'"", "" '\\U000f0004\\n1"", ""233 Reviews'"", "" '\\U000f0019\\nVerified']""]",8.0, '3 bedrooms', '4 beds', '2.5 baths',3.0,4.0,2.5
293,"Chambre ""rose""/appart.Vincennes",Private room in condominium,45.0,Jean-Michel,89,4.91,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n161 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n161 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 private bath',1.0,1.0,1.0
294,King of Saint-Lazare - XXI,Entire home,226.0,Ari,10,4.9,"['6 guests', '2 bedrooms', '3 beds', '2 baths', '\U000f0004\n1,392 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '2 baths'"", "" '\\U000f0004\\n1"", ""392 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '2 bedrooms', '3 beds', '2 baths',2.0,3.0,2.0
295,Paris - Tours Eiffel - Disneyland 2,Private room in apartment,32.0,Didier,7,4.86,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n306 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n306 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
296,Luxurious Flat - 2 Rooms - MontMartre & Lamarck,Entire home,141.0,Julia,8,4.13,"['6 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n8 Reviews', '\U000f0019\nVerified']","[""['6 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n8 Reviews'"", "" '\\U000f0019\\nVerified']""]",6.0, '1 bedroom', '3 beds', '1 bath',1.0,3.0,1.0
298,Beautiful apartment with an exceptional location,Entire home,102.0,Edith,184,4.93,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n184 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n184 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
299,Studio - Paris 13 - Place D'italie,Entire home,58.0,Yudish,33,3.82,"['2 guests', '1 bedroom', '1 bed', '1.5 baths', '\U000f0004\n33 Reviews']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1.5 baths'"", "" '\\U000f0004\\n33 Reviews']""]",2.0, '1 bedroom', '1 bed', '1.5 baths',1.0,1.0,1.5
300,A FULLY private FLOOR WITH 6 ROOMS FOR 12 PEOPLE,Private room,400.0,Green Hotels Paris 13,16,4.31,"['12 guests', '6 bedrooms', '8 beds', '6 baths', '\U000f0004\n105 Reviews']","[""['12 guests'"", "" '6 bedrooms'"", "" '8 beds'"", "" '6 baths'"", "" '\\U000f0004\\n105 Reviews']""]",12.0, '6 bedrooms', '8 beds', '6 baths',6.0,8.0,6.0
301,Cosy appartment near Bastille - 484 ft2,Entire home,130.0,Vincent,233,4.81,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n451 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n451 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
