,house_title,house_type,price,user,no_of_ratings,rating,house_detail,house_details,no_of_guest,house_size,no_of_beds,no_of_baths,house,beds,bath
68,Charmant studio au coeur de La Rochelle,Entire home,30.0,Marie,32,3.67,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n298 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n298 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
69,BIENVENUE A BORD 2,Entire home,70.0,Marie-Noëlle,134,4.77,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n347 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n347 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '2 bedrooms', '2 beds', '1 bath',2.0,2.0,1.0
70,1 Chambre double tout confort au calme.,Private room in house,32.0,Eric,285,4.55,"['2 guests', '1 bedroom', '1 bed', '2 baths', '\U000f0004\n590 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '2 baths'"", "" '\\U000f0004\\n590 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '2 baths',1.0,1.0,2.0
71,Dépaysant séjour sur un voiler pour 4,Entire home,45.0,Frédéric,5,4.6,"['4 guests', '2 bedrooms', '2 beds', '1.5 baths', '\U000f0004\n483 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1.5 baths'"", "" '\\U000f0004\\n483 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '2 bedrooms', '2 beds', '1.5 baths',2.0,2.0,1.5
72,T2 avec terrasse et vue sur piscine,Entire home,45.0,Morgane,59,4.45,"['4 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n71 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n71 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '3 beds', '1 bath',1.0,3.0,1.0
73,Appartement - Terrasse - WIFI - Chatelaillon-plage,Entire home,52.0,Manon,29,4.85,"['3 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n76 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n76 Reviews'"", "" '\\U000f0019\\nVerified']""]",3.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
74,CHAMBRE PRIVÉE CHEZ L’HABITANT,Private room in house,20.0,Jocelyne,48,4.96,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n123 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n123 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 shared bath',1.0,1.0,1.0
76,Voilier de 15 m à La Rochelle,Entire home,190.0,Philippe,172,4.64,"['7 guests', '4 bedrooms', '4 beds', '1 bath', '\U000f0004\n359 Reviews', '\U000f0019\nVerified']","[""['7 guests'"", "" '4 bedrooms'"", "" '4 beds'"", "" '1 bath'"", "" '\\U000f0004\\n359 Reviews'"", "" '\\U000f0019\\nVerified']""]",7.0, '4 bedrooms', '4 beds', '1 bath',4.0,4.0,1.0
77,BIENVENUE À BORD,Entire home,70.0,Marie-Noëlle,180,4.81,"['5 guests', '2 bedrooms', '2 beds', 'Half-bath', '\U000f0004\n347 Reviews', '\U000f0019\nVerified']","[""['5 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" 'Half-bath'"", "" '\\U000f0004\\n347 Reviews'"", "" '\\U000f0019\\nVerified']""]",5.0, '2 bedrooms', '2 beds', 'Half-bath',2.0,2.0,0.5
78,Cabine privée sur un bateau historique,Private room in boat,110.0,Philippe,148,4.7,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n359 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n359 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 private bath',1.0,1.0,1.0
79,Grand atelier vitré + chambre sur jardin,Entire home,56.0,Carole,256,4.7,"['2 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n257 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n257 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
80,La p'tite maritaise du petit bois.,Entire home,90.0,David,84,4.9,"['3 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n84 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n84 Reviews'"", "" '\\U000f0019\\nVerified']""]",3.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
82,chambre indépendante chez l'habitant,Private room in townhouse,60.0,Delphine,64,4.81,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n64 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n64 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 private bath',1.0,1.0,1.0
83,Logement studio,Shared room in apartment,15.0,Manuel,3,5.0,"['1 guest', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n3 Reviews']","[""['1 guest'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n3 Reviews']""]",1.0, '1 bedroom', '1 bed', '1 shared bath',1.0,1.0,1.0
84,"Joli Voilier de 10m, caractère et esprit du large",Entire home,80.0,Henri-Noël,153,4.84,"['5 guests', '2 bedrooms', '5 beds', 'Half-bath', '\U000f0004\n153 Reviews', '\U000f0019\nVerified']","[""['5 guests'"", "" '2 bedrooms'"", "" '5 beds'"", "" 'Half-bath'"", "" '\\U000f0004\\n153 Reviews'"", "" '\\U000f0019\\nVerified']""]",5.0, '2 bedrooms', '5 beds', 'Half-bath',2.0,5.0,0.5
85,La Rochelle-l'Ile de Ré autrement....,Entire home,90.0,Michael,15,5.0,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n53 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n53 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
86,Appartement ancien 60 m2,Entire home,75.0,Karine,165,4.47,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n165 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n165 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
88,Location vacances 2 pièces proche La Rochelle,Entire home,50.0,Fabrice,92,4.92,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n92 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n92 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
89,Gîte grand confort,Entire home,205.0,Emmanuel Et Patricia,31,4.8,"['12 guests', '6 bedrooms', '9 beds', '3 baths', '\U000f0004\n31 Reviews']","[""['12 guests'"", "" '6 bedrooms'"", "" '9 beds'"", "" '3 baths'"", "" '\\U000f0004\\n31 Reviews']""]",12.0, '6 bedrooms', '9 beds', '3 baths',6.0,9.0,3.0
90,Au coeur de la vieille ville,Entire home,140.0,Sami,87,4.56,"['10 guests', '3 bedrooms', '5 beds', '1 bath', '\U000f0004\n124 Reviews', '\U000f0019\nVerified']","[""['10 guests'"", "" '3 bedrooms'"", "" '5 beds'"", "" '1 bath'"", "" '\\U000f0004\\n124 Reviews'"", "" '\\U000f0019\\nVerified']""]",10.0, '3 bedrooms', '5 beds', '1 bath',3.0,5.0,1.0
91,Chambre à louer,Private room in house,37.0,Berenice,179,4.62,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n183 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n183 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 shared bath',1.0,1.0,1.0
92,APPARTEMENT *** PLAGE IMMEDIATE - PLAGE + PARKING,Entire home,49.0,Xavier,30,4.73,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n76 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n76 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
93,BIENVENUE À BORD 3,Entire home,75.0,Marie-Noëlle,33,4.88,"['4 guests', '2 bedrooms', '2 beds', 'Half-bath', '\U000f0004\n347 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" 'Half-bath'"", "" '\\U000f0004\\n347 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '2 bedrooms', '2 beds', 'Half-bath',2.0,2.0,0.5
94,Chambre privée La Rochelle,Private room in townhouse,36.0,Berenice,4,4.5,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n183 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n183 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
95,MAISON PROCHE DE LA ROCHELLE 6-8 PERSONNES,Entire home,80.0,Fabienne & David,26,4.96,"['8 guests', '3 bedrooms', '5 beds', '2 baths', '\U000f0004\n26 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '3 bedrooms'"", "" '5 beds'"", "" '2 baths'"", "" '\\U000f0004\\n26 Reviews'"", "" '\\U000f0019\\nVerified']""]",8.0, '3 bedrooms', '5 beds', '2 baths',3.0,5.0,2.0
96,CHARMANT STUDIO EN CHARENTE-MARITIME,Entire home,39.0,Isabelle,127,4.91,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n127 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n127 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
97,Bateau dans vieux port de la Rochelle (Ours brun),Entire home,55.0,Moli,38,4.16,"['2 guests', '1 bedroom', '2 beds', '1.5 baths', '\U000f0004\n69 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1.5 baths'"", "" '\\U000f0004\\n69 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '2 beds', '1.5 baths',1.0,2.0,1.5
98,Chambre à La Rochelle,Room in hotel,129.0,Laurent,8,4.0,"['4 guests', '1 bedroom', '3 beds', '1 private bath', '\U000f0004\n58 Reviews']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 private bath'"", "" '\\U000f0004\\n58 Reviews']""]",4.0, '1 bedroom', '3 beds', '1 private bath',1.0,3.0,1.0
99,bateau 4 places parking gratuit proche ville,Entire home,70.0,Michel,63,4.78,"['4 guests', '2 bedrooms', '2 beds', '0 baths', '\U000f0004\n89 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '0 baths'"", "" '\\U000f0004\\n89 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '2 bedrooms', '2 beds', '0 baths',2.0,2.0,0.0
100,Cottage plain pied 2 personnes,Entire home,112.0,Le Bois,139,4.59,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n190 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n190 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
101,Appartement en duplex rénové,Entire home,125.0,Ramadan,4,4.0,"['6 guests', '3 bedrooms', '4 beds', '2 baths', '\U000f0004\n36 Reviews']","[""['6 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '2 baths'"", "" '\\U000f0004\\n36 Reviews']""]",6.0, '3 bedrooms', '4 beds', '2 baths',3.0,4.0,2.0
102,Appartement en plein centre-ville de La Rochelle.,Entire home,48.0,Clara,33,4.85,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n33 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n33 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
103,Au 29 !!!,Entire home,90.0,Cathy,108,4.89,"['5 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n108 Reviews', '\U000f0019\nVerified']","[""['5 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n108 Reviews'"", "" '\\U000f0019\\nVerified']""]",5.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
104,Walk or Bike from the old market to the port,Entire home,150.0,Grégory,81,4.88,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n81 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n81 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
105,Tiny house/Chalet en bois à 10 min de La Rochelle,Entire home,60.0,Alexandre,72,4.74,"['4 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n72 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n72 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '3 beds', '1 bath',1.0,3.0,1.0
107,"Voilier au vieux port ,vue tours",Entire home,55.0,Naiwen,62,4.19,"['4 guests',  '1 bedroom', '3 beds', 'Half-bath', '\U000f0004\n147 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", ""  '1 bedroom'"", "" '3 beds'"", "" 'Half-bath'"", "" '\\U000f0004\\n147 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0,  '1 bedroom', '3 beds', 'Half-bath',1.0,3.0,0.5
108,CHAMBRE PRIVÉE CHEZ L’HABITANT AVEC DOUCHE,Private room in house,20.0,Jocelyne,72,4.91,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n123 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n123 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 shared bath',1.0,1.0,1.0
110,appart proche la Rochelle et Chatellaillon,Entire home,60.0,Colette,55,4.93,"['3 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n55 Reviews']","[""['3 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n55 Reviews']""]",3.0, '1 bedroom', '3 beds', '1 bath',1.0,3.0,1.0
111,CENTRE CHATELAILLON T3** AVEC COUR 100m PLAGE,Entire home,85.0,Cyrielle,60,4.78,"['8 guests', '2 bedrooms', '6 beds', '1 bath', '\U000f0004\n337 Reviews', '\U000f0019\nVerified']","[""['8 guests'"", "" '2 bedrooms'"", "" '6 beds'"", "" '1 bath'"", "" '\\U000f0004\\n337 Reviews'"", "" '\\U000f0019\\nVerified']""]",8.0, '2 bedrooms', '6 beds', '1 bath',2.0,6.0,1.0
112,Résidence BNB Swimming Pool - Awesome view,Entire home,110.0,Résidence BNB,105,4.55,"['4 guests', '1 bedroom', '3 beds', '1 bath', '\U000f0004\n5,064 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n5"", ""064 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '3 beds', '1 bath',1.0,3.0,1.0
113,1 Chambre double tout confort au calme.,Private room in house,32.0,Eric,179,4.58,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n590 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n590 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 private bath',1.0,1.0,1.0
114,Location d été,Entire home,33.0,Isabelle,24,4.46,"['2 guests', '1 bedroom', '0 beds', '0 baths', '\U000f0004\n24 Reviews']","[""['2 guests'"", "" '1 bedroom'"", "" '0 beds'"", "" '0 baths'"", "" '\\U000f0004\\n24 Reviews']""]",2.0, '1 bedroom', '0 beds', '0 baths',1.0,0.0,0.0
115,"Appt cosy avec parking, proche plage, vieux port",Entire home,120.0,Frederic,16,4.87,"['4 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n16 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n16 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
116,L'Emilienne,Private room in bed and breakfast,63.0,Katia,54,4.8,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n98 Reviews']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n98 Reviews']""]",2.0, '1 bedroom', '1 bed', '1 private bath',1.0,1.0,1.0
117,Maisonnette proche Châtelaillon/ La Rochelle,Entire home,45.0,Fred,39,4.9,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n39 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n39 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
118,studio avec terrasse,Entire home,49.0,Laetitia,347,4.25,"['4 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n666 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n666 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
119,CHARMANTE PETITE MAISON avec patio,Entire home,75.0,Isabelle,126,4.35,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n129 Reviews', '\U000f1101\n1 Reference', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n129 Reviews'"", "" '\\U000f1101\\n1 Reference'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
120,Petite maison proximité centre-ville..,Private room in house,37.0,Claude,6,4.33,"['1 guest', '1 bedroom', '2 beds', '1 private bath', '\U000f0004\n6 Reviews']","[""['1 guest'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 private bath'"", "" '\\U000f0004\\n6 Reviews']""]",1.0, '1 bedroom', '2 beds', '1 private bath',1.0,2.0,1.0
121,Charmant Studio à 150 m du port de Saint Martin,Entire home,55.0,Lionel,79,4.86,"['3 guests', '1 bedroom', '2 beds', '1 bath', '\U000f0004\n80 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n80 Reviews'"", "" '\\U000f0019\\nVerified']""]",3.0, '1 bedroom', '2 beds', '1 bath',1.0,2.0,1.0
122,Chambre lumineuse chez l’habitant,Private room in bed and breakfast,23.0,Jocelyne,3,5.0,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n123 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n123 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 shared bath',1.0,1.0,1.0
124,guest room in an artist's studio,Private room in bed and breakfast,83.0,LiL,202,4.9,"['2 guests', '1 bedroom', '1 bed', '1.5 baths', '\U000f0004\n202 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1.5 baths'"", "" '\\U000f0004\\n202 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1.5 baths',1.0,1.0,1.5
126,Bateau hyper centre la Rochelle (Bourdon),Entire home,55.0,Moli,23,4.27,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n69 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n69 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
128,Maison de vacances face plan d'eau,Entire home,65.0,Aline,99,4.77,"['4 guests', '2 bedrooms', '3 beds', '1 bath', '\U000f0004\n99 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '3 beds'"", "" '1 bath'"", "" '\\U000f0004\\n99 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '2 bedrooms', '3 beds', '1 bath',2.0,3.0,1.0
130,studio indépendant au calme à deux pas de la plage,Entire home,60.0,Yannick,114,4.74,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n116 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n116 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
131,Studio tout confort indépendant.,Entire home,55.0,Eric,86,4.53,"['3 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n590 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n590 Reviews'"", "" '\\U000f0019\\nVerified']""]",3.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
133,"Chambre d'Hôtes "" Cosy"" Le Noroît",Private room in chalet,33.0,Catherine,290,4.77,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n523 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n523 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 shared bath',1.0,1.0,1.0
134,Chambre agréable au cœur d'un quartier sympa,Private room in house,65.0,Christophe,72,4.74,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n72 Reviews']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n72 Reviews']""]",2.0, '1 bedroom', '1 bed', '1 shared bath',1.0,1.0,1.0
135,Chambre privée proche centre ville,Private room in house,36.0,Josiane Et Raymond,88,4.65,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n166 Reviews']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n166 Reviews']""]",2.0, '1 bedroom', '1 bed', '1 private bath',1.0,1.0,1.0
136,Maison et Jardin à 2 pas du Port -jusqu'à 7 pers,Entire home,105.0,Stéphanie,66,4.7,"['7 guests', '3 bedrooms', '4 beds', '3 baths', '\U000f0004\n66 Reviews', '\U000f0019\nVerified']","[""['7 guests'"", "" '3 bedrooms'"", "" '4 beds'"", "" '3 baths'"", "" '\\U000f0004\\n66 Reviews'"", "" '\\U000f0019\\nVerified']""]",7.0, '3 bedrooms', '4 beds', '3 baths',3.0,4.0,3.0
138,Chambre chez l'habitant de 11 m² au calme,Private room in house,25.0,Severine,23,4.83,"['2 guests', '1 bedroom', '1 bed', '1 shared bath', '\U000f0004\n162 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 shared bath'"", "" '\\U000f0004\\n162 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 shared bath',1.0,1.0,1.0
139,ABRI COTIER DE CHARME ENTRE MER ET FORET,Entire home,250.0,Christophe,7,5.0,"['4 guests', '2 bedrooms', '2 beds', '1 bath', '\U000f0004\n51 Reviews', '\U000f0019\nVerified']","[""['4 guests'"", "" '2 bedrooms'"", "" '2 beds'"", "" '1 bath'"", "" '\\U000f0004\\n51 Reviews'"", "" '\\U000f0019\\nVerified']""]",4.0, '2 bedrooms', '2 beds', '1 bath',2.0,2.0,1.0
140,Location de charme pour couple spa et sauna privés,Entire home,187.0,Clément,70,4.99,"['2 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n104 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n104 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
141,Chambre d'Hôtes de charme,Private room in bed and breakfast,95.0,Luc,48,4.98,"['2 guests', '1 bedroom', '1 bed', '1 private bath', '\U000f0004\n48 Reviews', '\U000f0019\nVerified']","[""['2 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 private bath'"", "" '\\U000f0004\\n48 Reviews'"", "" '\\U000f0019\\nVerified']""]",2.0, '1 bedroom', '1 bed', '1 private bath',1.0,1.0,1.0
142,Studio à 5 minutes du centre de La Rochelle,Entire home,69.0,Laurence,75,4.82,"['3 guests', '1 bedroom', '1 bed', '1 bath', '\U000f0004\n77 Reviews', '\U000f0019\nVerified']","[""['3 guests'"", "" '1 bedroom'"", "" '1 bed'"", "" '1 bath'"", "" '\\U000f0004\\n77 Reviews'"", "" '\\U000f0019\\nVerified']""]",3.0, '1 bedroom', '1 bed', '1 bath',1.0,1.0,1.0
